filename,question,category,answer,technique_tags,opener,frame,value_points,proof,tie_down,soft_close,sms_snippet,email_subject,email_body
jay_pocket_master,Off the record—Your split is worse than mine—why would I move?,objections/fees,"Great question, and you’re not the only one asking it. In simple terms: No platform retainer—your only variable cost is ad spend that lives in your own accounts. You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Is that helpful? Want to run a $10/day pilot for 14 days and judge it by the data?",Assumptive next step; Isolation + trial close,Appreciate the honesty—let’s unpack it for a second.,Practically speaking: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.",We’ve used the same playbook across very different markets successfully.,Fair enough?,Open to a quick screen-share to price your market and see if it pencils?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Before I switch, Your split is worse than mine—why would I move?",objections/fees,"Great question, and you’re not the only one asking it. In simple terms: No platform retainer—your only variable cost is ad spend that lives in your own accounts. You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Is that helpful? Want to run a $10/day pilot for 14 days and judge it by the data?",Assumptive next step; Isolation + trial close,Appreciate the honesty—let’s unpack it for a second.,Practically speaking: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.",We’ve used the same playbook across very different markets successfully.,Fair enough?,Open to a quick screen-share to price your market and see if it pencils?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Not to be difficult, but Are there hidden fees beyond the cap?",objections/fees,"Valid concern. Let’s look at it pragmatically. Big picture: Instead of renting leads, you build an asset (your database + campaigns) that compounds. You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. We’ve used the same playbook across very different markets successfully. Does that align with what you’re after? Would it be a bad idea to map your city together for 15 minutes?",LAER (Listen–Acknowledge–Explore–Respond); 3F (Feel–Felt–Found),Valid concern. Let’s look at it pragmatically.,Quick version: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.",We’ve used the same playbook across very different markets successfully.,Is that helpful?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Be straight with me—Are there hidden fees beyond the cap?,objections/fees,"Valid concern. Let’s look at it pragmatically. Big picture: Instead of renting leads, you build an asset (your database + campaigns) that compounds. You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. We’ve used the same playbook across very different markets successfully. Does that align with what you’re after? Would it be a bad idea to map your city together for 15 minutes?",LAER (Listen–Acknowledge–Explore–Respond); 3F (Feel–Felt–Found),Valid concern. Let’s look at it pragmatically.,Quick version: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.",We’ve used the same playbook across very different markets successfully.,Is that helpful?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Not to be difficult, but I don’t want another monthly bill—what exactly do I pay?",objections/fees,"Appreciate the honesty—let’s unpack it for a second. In simple terms: You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. Instead of renting leads, you build an asset (your database + campaigns) that compounds. We track CPL, conversations, and appointments so decisions are data-first. Is that helpful? Would it be a bad idea to map your city together for 15 minutes?",3F (Feel–Felt–Found); LAER (Listen–Acknowledge–Explore–Respond),"Great question, and you’re not the only one asking it.",In simple terms: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: I don’t want another monthly bill—what exactly do I pay?,objections/fees,"Appreciate the honesty—let’s unpack it for a second. In simple terms: You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. Instead of renting leads, you build an asset (your database + campaigns) that compounds. We track CPL, conversations, and appointments so decisions are data-first. Is that helpful? Would it be a bad idea to map your city together for 15 minutes?",3F (Feel–Felt–Found); LAER (Listen–Acknowledge–Explore–Respond),"Great question, and you’re not the only one asking it.",In simple terms: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Be straight with me—What if ad spend gets out of control?,objections/fees,"I’ve been in your shoes—I get why you’d ask that. Here’s how I look at it: You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. No platform retainer—your only variable cost is ad spend that lives in your own accounts. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Does that align with what you’re after? Should we pick a launch area—your core zip or the next metro over?",Numbers framing (CPL → appts → closings); 3F (Feel–Felt–Found),Appreciate the honesty—let’s unpack it for a second.,Here’s how I look at it: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.","If a hook stalls, we swap fast. Test → measure → iterate.",Fair enough?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: What if ad spend gets out of control?,objections/fees,"I’ve been in your shoes—I get why you’d ask that. Here’s how I look at it: You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. No platform retainer—your only variable cost is ad spend that lives in your own accounts. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Does that align with what you’re after? Should we pick a launch area—your core zip or the next metro over?",Numbers framing (CPL → appts → closings); 3F (Feel–Felt–Found),Appreciate the honesty—let’s unpack it for a second.,Here’s how I look at it: ,"You start 80/20 with a $16k cap; after you cap it’s effectively 100% minus small transaction fees. | No platform retainer—your only variable cost is ad spend that lives in your own accounts. | Instead of renting leads, you build an asset (your database + campaigns) that compounds.","If a hook stalls, we swap fast. Test → measure → iterate.",Fair enough?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Be straight with me—Are the leads exclusive or shared?,objections/leads,"Totally fair—thanks for putting that on the table. Quick version: Ads run in your own Meta account—leads are exclusive and flow into your CRM. Seller intent comes from remarketing, home-value offers, and database mining. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Is that helpful? If the math works, is there anything besides timing that would stop you?",Ownership framing (build vs rent); 3F (Feel–Felt–Found),Appreciate the honesty—let’s unpack it for a second.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.","We track CPL, conversations, and appointments so decisions are data-first.",Is that helpful?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Not to be difficult, but Are the leads exclusive or shared?",objections/leads,"Totally fair—thanks for putting that on the table. Quick version: Ads run in your own Meta account—leads are exclusive and flow into your CRM. Seller intent comes from remarketing, home-value offers, and database mining. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Is that helpful? If the math works, is there anything besides timing that would stop you?",Ownership framing (build vs rent); 3F (Feel–Felt–Found),Appreciate the honesty—let’s unpack it for a second.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.","We track CPL, conversations, and appointments so decisions are data-first.",Is that helpful?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: How is this better than portal or Zillow leads?,objections/leads,"I’ve been in your shoes—I get why you’d ask that. Quick version: We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. Seller intent comes from remarketing, home-value offers, and database mining. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Is that helpful? Would it be a bad idea to map your city together for 15 minutes?",Numbers framing (CPL → appts → closings); Assumptive next step,Appreciate the honesty—let’s unpack it for a second.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.",We’ve used the same playbook across very different markets successfully.,Sound reasonable?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Not to be difficult, but How is this better than portal or Zillow leads?",objections/leads,"I’ve been in your shoes—I get why you’d ask that. Quick version: We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. Seller intent comes from remarketing, home-value offers, and database mining. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Is that helpful? Would it be a bad idea to map your city together for 15 minutes?",Numbers framing (CPL → appts → closings); Assumptive next step,Appreciate the honesty—let’s unpack it for a second.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.",We’ve used the same playbook across very different markets successfully.,Sound reasonable?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: What if lead quality is poor in my market?,objections/leads,"Great question, and you’re not the only one asking it. In simple terms: Ads run in your own Meta account—leads are exclusive and flow into your CRM. We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. We’ve used the same playbook across very different markets successfully. Sound reasonable? Open to a quick screen-share to price your market and see if it pencils?",LAER (Listen–Acknowledge–Explore–Respond); Ownership framing (build vs rent),Totally fair—thanks for putting that on the table.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Not to be difficult, but What if lead quality is poor in my market?",objections/leads,"Great question, and you’re not the only one asking it. In simple terms: Ads run in your own Meta account—leads are exclusive and flow into your CRM. We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. We’ve used the same playbook across very different markets successfully. Sound reasonable? Open to a quick screen-share to price your market and see if it pencils?",LAER (Listen–Acknowledge–Explore–Respond); Ownership framing (build vs rent),Totally fair—thanks for putting that on the table.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Bottom line—Do you also help generate seller opportunities?,objections/leads,"Totally fair—thanks for putting that on the table. Here’s how I look at it: Seller intent comes from remarketing, home-value offers, and database mining. We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Sound reasonable? Open to a quick screen-share to price your market and see if it pencils?",Assumptive next step; Numbers framing (CPL → appts → closings),Appreciate the honesty—let’s unpack it for a second.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.","If a hook stalls, we swap fast. Test → measure → iterate.",Is that helpful?,Open to a quick screen-share to price your market and see if it pencils?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Be straight with me—Do you also help generate seller opportunities?,objections/leads,"Totally fair—thanks for putting that on the table. Here’s how I look at it: Seller intent comes from remarketing, home-value offers, and database mining. We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Sound reasonable? Open to a quick screen-share to price your market and see if it pencils?",Assumptive next step; Numbers framing (CPL → appts → closings),Appreciate the honesty—let’s unpack it for a second.,Quick version: ,"Ads run in your own Meta account—leads are exclusive and flow into your CRM. | We keep CPL efficient by testing hooks, geos, and creative—quality is managed by iteration, not hope. | Seller intent comes from remarketing, home-value offers, and database mining.","If a hook stalls, we swap fast. Test → measure → iterate.",Is that helpful?,Open to a quick screen-share to price your market and see if it pencils?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Bottom line—I’m too busy—how much time does this take each day?,objections/time,"Appreciate the honesty—let’s unpack it for a second. Here’s how I look at it: We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. Most partners budget 60–90 minutes a day; consistency beats bursts. We track CPL, conversations, and appointments so decisions are data-first. Is that helpful? Would it be a bad idea to map your city together for 15 minutes?",Assumptive next step; Isolation + trial close,Valid concern. Let’s look at it pragmatically.,Quick version: ,"We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. | Most partners budget 60–90 minutes a day; consistency beats bursts. | First closings often show up inside 60–90 days as the pipeline compiles.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Sound reasonable?,Open to a quick screen-share to price your market and see if it pencils?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: I’m too busy—how much time does this take each day?,objections/time,"Appreciate the honesty—let’s unpack it for a second. Here’s how I look at it: We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. Most partners budget 60–90 minutes a day; consistency beats bursts. We track CPL, conversations, and appointments so decisions are data-first. Is that helpful? Would it be a bad idea to map your city together for 15 minutes?",Assumptive next step; Isolation + trial close,Valid concern. Let’s look at it pragmatically.,Quick version: ,"We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. | Most partners budget 60–90 minutes a day; consistency beats bursts. | First closings often show up inside 60–90 days as the pipeline compiles.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Sound reasonable?,Open to a quick screen-share to price your market and see if it pencils?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Bottom line—What if I get slammed—can I throttle or pause?,objections/time,"I’ve been in your shoes—I get why you’d ask that. Here’s how I look at it: First closings often show up inside 60–90 days as the pipeline compiles. Most partners budget 60–90 minutes a day; consistency beats bursts. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Fair enough? If the math works, is there anything besides timing that would stop you?",3F (Feel–Felt–Found); Ownership framing (build vs rent),"Great question, and you’re not the only one asking it.",In simple terms: ,"We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. | Most partners budget 60–90 minutes a day; consistency beats bursts. | First closings often show up inside 60–90 days as the pipeline compiles.","Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent.",Does that align with what you’re after?,Should we pick a launch area—your core zip or the next metro over?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Not to be difficult, but What if I get slammed—can I throttle or pause?",objections/time,"I’ve been in your shoes—I get why you’d ask that. Here’s how I look at it: First closings often show up inside 60–90 days as the pipeline compiles. Most partners budget 60–90 minutes a day; consistency beats bursts. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Fair enough? If the math works, is there anything besides timing that would stop you?",3F (Feel–Felt–Found); Ownership framing (build vs rent),"Great question, and you’re not the only one asking it.",In simple terms: ,"We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. | Most partners budget 60–90 minutes a day; consistency beats bursts. | First closings often show up inside 60–90 days as the pipeline compiles.","Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent.",Does that align with what you’re after?,Should we pick a launch area—your core zip or the next metro over?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: How soon until I see a closing?,objections/time,"Great question, and you’re not the only one asking it. In simple terms: We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. First closings often show up inside 60–90 days as the pipeline compiles. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Fair enough? Open to a quick screen-share to price your market and see if it pencils?",Ownership framing (build vs rent); Isolation + trial close,"Great question, and you’re not the only one asking it.",Practically speaking: ,"We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. | Most partners budget 60–90 minutes a day; consistency beats bursts. | First closings often show up inside 60–90 days as the pipeline compiles.","Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent.",Sound reasonable?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Bottom line—How soon until I see a closing?,objections/time,"Great question, and you’re not the only one asking it. In simple terms: We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. First closings often show up inside 60–90 days as the pipeline compiles. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Fair enough? Open to a quick screen-share to price your market and see if it pencils?",Ownership framing (build vs rent); Isolation + trial close,"Great question, and you’re not the only one asking it.",Practically speaking: ,"We handle the build—ads, pages, automations—so you spend time on conversations, not tinkering. | Most partners budget 60–90 minutes a day; consistency beats bursts. | First closings often show up inside 60–90 days as the pipeline compiles.","Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent.",Sound reasonable?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: I’m not tech-savvy—how hard is setup?,objections/onboarding,"Totally fair—thanks for putting that on the table. Quick version: We do A2P, domains, pixels, integrations, and compliance with you step-by-step. If an account flags, we appeal and pivot—no sitting in the dark. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Is that helpful? Want to run a $10/day pilot for 14 days and judge it by the data?",Numbers framing (CPL → appts → closings); Assumptive next step,Appreciate the honesty—let’s unpack it for a second.,In simple terms: ,"We do A2P, domains, pixels, integrations, and compliance with you step-by-step. | If an account flags, we appeal and pivot—no sitting in the dark. | Onboarding is a sprint so you can see leads fast.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Before I switch, I’m not tech-savvy—how hard is setup?",objections/onboarding,"Totally fair—thanks for putting that on the table. Quick version: We do A2P, domains, pixels, integrations, and compliance with you step-by-step. If an account flags, we appeal and pivot—no sitting in the dark. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Is that helpful? Want to run a $10/day pilot for 14 days and judge it by the data?",Numbers framing (CPL → appts → closings); Assumptive next step,Appreciate the honesty—let’s unpack it for a second.,In simple terms: ,"We do A2P, domains, pixels, integrations, and compliance with you step-by-step. | If an account flags, we appeal and pivot—no sitting in the dark. | Onboarding is a sprint so you can see leads fast.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,I’m hearing this a lot: How long does onboarding take end-to-end?,objections/onboarding,"Great question, and you’re not the only one asking it. Big picture: If an account flags, we appeal and pivot—no sitting in the dark. We do A2P, domains, pixels, integrations, and compliance with you step-by-step. We track CPL, conversations, and appointments so decisions are data-first. Sound reasonable? Open to a quick screen-share to price your market and see if it pencils?",Assumptive next step; Isolation + trial close,Appreciate the honesty—let’s unpack it for a second.,Here’s how I look at it: ,"We do A2P, domains, pixels, integrations, and compliance with you step-by-step. | If an account flags, we appeal and pivot—no sitting in the dark. | Onboarding is a sprint so you can see leads fast.",We’ve used the same playbook across very different markets successfully.,Sound reasonable?,Would it be a bad idea to map your city together for 15 minutes?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
