,,,,,,,
filename,question,category,answer,empathy,reassurance,humour,persuasion
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,Okay? Any. Just a roundabout figure like anything.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"Yeah. Right? Cause. If you think of the Ce. Shop, they just build all these on demand courses, and then they they just print money. I mean, they're able to give us like 40% discount.",fees/splits,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"Um. So that's kind of why we're looking. Okay, how do we make this feasible? And how do we make it happen as soon as possible, because between all of us we have the agents that would plug into it.",recruiting,"Yeah, yeah.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,Could we stretch? That could be a 30 min module or a 1 h module like right? I mean the.,general,I think I think the the risk.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"Do you guys think it would make sense for us to become educators ourselves first? st So like, I'm going to be licensed in Michigan and Georgia. So I can go and become an educator in Michigan and Georgia, and kind of start down that process. See what it's like for us first, st to really kind of figure out before we're pitching to anybody else.",onboarding/setup,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"I mean, can't you like? Do a little dude? We could ask Chat Gpt. Who are some approved State educators?",market/geography,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,I could email somebody. Right? I'm looking for a point of contact where.,market/geography,"I think it's gonna from what I'm seeing already, it looks pretty.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,What?,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"Which is why I'm like, if we can't really automate it with AI, if we can automate it in the sense that, hey? I sit down. And I record, like a podcast, essentially a hundred.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"Right? And then we just chop that up and have it. So that okay, the minimum is 40 h. This is what a 40 h course will have. It'll have.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"That the State required us to do so. Like each State, like State laws, are different, right? So like, while we might have to be an educator. In. In some states some other States might come in with some weird, like bonds, or like higher bonds or other stuff that comes in so like it's going to be a real state by state.",market/geography,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,Yeah? Good? Question.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"Kind of looking at the requirements, even like with Michigan. One of them is, hey? Do you have a bachelor's degree in real estate? Well, no, I don't. But another way that I can do it is if I've worked as a real estate educator at a at a university. So this upcoming semester.",market/geography,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (24).txt,"People becoming educators. And then I could just go to that Gpt every time and ask the state, what do I need? The State? What do I need.",market/geography,Yeah.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Mr. Kinder. Good morning. How are you, brother?",general,"Hey, Sanja! How are you, man?",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Why don't I introduce Jay to you? And then I'll maybe introduce Ashley to Jay just before we get started here. So Ash Jay was kind of have a privilege here to meet with Jay. He was number 2 agent in the world for Caldwell, banker.",onboarding/setup,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Um, he? I don't know if you're heard of Sync Ashley. It's a platform. He, J. Co. Owned it. He owned it.",crm/tools,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Okay, it? Sounds familiar. Yeah.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Well, Jay, why don't you take it from here? I think I've done more talking than I should, and.",general,"Yeah. Oh, that's perfect! No, I appreciate that intro um actually great to meet you. Um! Yeah. So yeah, I mean, that's a. It sounds like a perfect kind of the perfect scenario for.",TRUE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"That's 1 of the things I was, gonna how does this like the system and the implementing and the onboarding like cause? I have talked to my dad about as much like Sasha was saying. He's very stubborn. He's very nervous about the fact that he comes over here. I gotta learn all this my business like I don't know how to do this news like he has exact contact, like the oldest school like Crm system.",onboarding/setup,What is it called exact contact?,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Quality like, how does that work? Like, you know, we implement something. And then in 30 days, like you just said we would change it. If I'm not seeing, you know. Quality leads, or you know leads come in type, thing, or cause.",leads,"Yeah, the leads will be coming in. So yeah, you're you're guaranteed going to be getting leads because we're going to set the budget at. It's your you ultimately determine this. We're going to strongly recommend $10 a day budget, because in every marketplace that's what we do. And it works, and what that's 75 to 100 leads. So that's going to be spread out over 30 days. That's going to happen, no matter what, so that there's no chance that you're not going to have that. And that's why we do. The 3 Day Review.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Then the whole thing like cause I've I've already talked to my dad about it. It's gonna take a little bit convincing because we've tried, you know. Lead generation. I've done Craig Proctor. So I've done a lot of these things where he's kind of like, you know, when I talk about what I would, what I'd be getting here. He's like, well, what's the quality of leads like, you know? You get all these leads, and you can never contact them. They're not there. Things like that.",leads,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Like, are you guys feeling like? And I know your ads. You talk about the attraction marketing. How? How are you kind of like getting that quality lead versus, you know. Like I said, we've done a lot of lead generation before, and you know, at the time it's fake numbers, or nobody ever answers.",fees/splits,Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Um. So uh, Sasha, you'll know these people. Cushing's. They're they're a son and a dad and a son in our market. They were at exp. Kevin talked to them. We were doing a deal with them, and he just asked like, Why did you? They joined exp and left. So my Dad's like well is exp so good. Why are people leaving in my mind? And I don't know if I answered this correctly, this is being recorded right? So I could. Could I show this to him?",market/geography,"Yeah, yeah, um, I can. I'll get you the link to it. Yep.",TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"He's like, well, I don't want to be a recruiter, and I was like, well, even if you don't really do it like if I just come over here and you just come with me. People still go under you because he's like, I don't want to recruit. I don't want to do this? I don't, because he thinks now it's like, well, what you want to turn into a recruiter. Do you want to do a sell real estate he still like doesn't wrap his head.",market/geography,"Yeah. Yeah, that that is the the mindset. I hated recruiting. Okay, so he probably feels the same way because I.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,What do you have to hit for that? Sorry Jay? What do you have to hit.,general,"So like you have to hit. You have to hit 20 transactions on after you've capped. So it's 20 transactions at A, and they charge a 2, 50 transaction fee. So you're out of pocket at exp is 2021,000, not 16.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"And that's exactly what I'm trying to tell my dad. And for him I think it's just the change. Not understanding again. He's been in the old system for so long. Um! I guess the last question I'd have is when we trans transition over, like I know, Sasha, you showed me your expense report. It was like $170 a month. Um plus. Obviously we have our board dues, which, in its addition to that, but is there like fees when you actually transfer over? How does that like.",fees/splits,Bye.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,What's that? Yeah.,general,Yeah. Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"What do you recommend, Jay? Lofty or bull trolls.",onboarding/setup,"Man I like Bull Trail. Personally, I I think it's really personal preference I've been in both of those systems. I just feel like lofty is a little easier to use. Um, and you know I think the best Crm is the one you'll use. Um. I think that that what? What? We've because we built these systems in both I see more success. I've seen success of both, but I see more success more consistently with bolt trail, and I think it's more to do with the behavioral alerts that they have. That Lofty doesn't have um. It just it's good to know when somebody comes back to the site, and they haven't been there in 3 weeks, and and automations can kick off and. And stuff like that. Um! And so I I lean towards Bold Trail. Braden will tell you the same thing. He's he's he's in this every day, so like he knows where agents get hung up and stuff, and I think we we all kind of like bold trail better.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Yeah, which is what I kind of told him, and I mean he goes back and forth. He- he gets the vision he gets it. But he's just gonna be, you know. He's gonna ask the questions like, well, if it's so good, then why doesn't everyone do it? If it's so good. Why do people leave, you know, like kinda just.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"But is there anything else kind of? I think honestly, we've gone over everything. Um, if I can get this recording to talk to about it like like I said, I'm pretty much sold on it. I've been following you on Instagram for a long time, like when I did. Craig Proctor, kinda like, you know, I I'm on Instagram. Follow a lot of different agents, and you know, just idea.",results/timeline,Right.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (25).txt,"Yeah, how do we get the link to the video?",support/training,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Hey, guys? Um, yeah. Jay Super appreciate you cutting out a few minutes for us. We know you got a busy schedule, and uh.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Yeah, I appreciate that. Can I? Can I ask you a question at school?",general,Yeah.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"They're moving up to North Norcal, Folsom, El Dorado Hills, where I'm at in this area because the fact that a million dollar house out in the Bay Area is a little shack. But then, when you come up here, a million dollars get something a lot a lot nicer, right? So I was thinking to focus.",market/geography,Yep. Yep. Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,What's up? Jay.,general,"What's up, Chris? Hang on one second.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"No worries. What's up, Katie?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Are you going for lunch?,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"People were like, Hi, how are you? And I was like.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"That's a good thing, though. Right? Get those leads, hey? How are you.",leads,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Well, well, yeah, but she, the one lady was like, can I take a picture of your hair? I was like, uh.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Yeah, it's all good. It's all good. There! What's up? Jay?",general,What's going on? How y'all doing today.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Good! How are you?,general,Fantastic.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Well, awesome. I appreciate it. Hey? Real quick. Here, just Katie is gonna be about probably a 30 min thing here. You're still good on time. Wanna make sure you're good on your time frame with this.",results/timeline,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Um more for her is like, I think what you'll get into is like, is this really, truly, gonna be real? Her theory is, if it's too good to be true, it's probably not true.",general,"Yeah. Yeah, yeah, yeah, yeah, I don't. Yeah, no, I totally get it.",TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"It's fair. I've been to Oklahoma. I went to Fort Seal for Boot camp. So I'm telling you right now. You're a top producer in lot in Oklahoma. You're doing some shit, right? So anyways. But yeah, now he's at exp building a massive organization 8,000 plus all over the world.",recruiting,Right.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Like, well, what's wrong with this? People are like? Oh, I'll tell you.",general,Yeah.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Right? Okay.,general,And um. And again the leverage is in. You don't have to do it. Our team's gonna do it for you. So that's that's.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Physically? Or do I come to a.,support/training,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Now do I have to stay like I'm in? I'm in Mansfield. So I'm like, 40 min from Frisco Plano area.",market/geography,Okay.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"And for me it's like, why the hell, not? I got nothing to lose, so.",general,"You're you're not gonna lose. I don't like to lose. I hate to lose more than I like to win, and the only way that I can win with you is to make sure that we're successful.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Follow this, this, this and this. And I was like, Yeah, yeah, agree. And then I'm following this, this and this for months on end, and I'm going. But where are you? I'm still on the island. I still don't get any feedback. I get no calls. I get.",fees/splits,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"I don't have. I call, and I'm like, who do I talk to? Where do I go? What do I do with this? And everybody's like. Oh, I don't know. I don't have time for you. I don't have time for you, and I'm like.",market/geography,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Okay, got it?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Hey, Bobby, can you hear me?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Hey, Bobby, can you hear me?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Can you hear us now?,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,What we could do. We've been advised by management to hey? Why don't you guys create a team.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Is that help?,support/training,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,You know what I mean? I I'm a little more realistic. He's all you know. He's a new agent coming on.,leads,"Yeah, we can do it. We can do. We're gonna eat the elephant one bite at a time. So the my suggestion. So you guys ultimately decide what what to do, what what to go after. Like if we run this through chat, Gpt, it's gonna it's gonna. Key in on new construction and the opportunity, and where those people are coming from.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"What? What's other things? I'm like, you're crazy.",general,"Yeah, it doesn't go. So so the problem with this, and this is what people would come to us for the coaching. We would coach them, and then we would tell them what to do. Then they had to go buy the platform another 6 600. It used to be 1,500 a month. And then, and then you had to have enough money for lead costs. So you were 3 grand into this before you ever got a lead. And so with with this, if you're partnered with the Cdxp, they provide the tech. We provide the implementation, not just the ideas, but the implementation of the idea.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"They? They tended to be 5, 7 years in, but I was rural, so it was different. So now we're talking about us leaving, and and this is my struggle, and he's enthusiastic about it.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Where did Miss go ahead? Let him finish.,market/geography,"I got you sorry I didn't mean to cut you off, so so how much money do we need to be making consistently before you say I'm not going back.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Oops. Did we lose you? Oh, okay.",general,Right. You're good. I'm here. I'm just gonna show you something.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,He's over in the Wilmington side. See? I'm in Leland. So we're the smaller office.,general,Yep. Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,You know you? Yeah.,general,"So at exp. The way the exp grows fundamentally is different. Typical legacy, real estate brokerages are all regions, somebody. They never come for sale because the regions get a piece of the money that goes to the top. So you pay this royalty. It goes to the top. They split it with a regional owner, the regional owner's job to go sell.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"So so if they're already exp agent, is that what you mean?",recruiting,"Yeah, if they're already the exp, and y'all join, and they and their relationships of yours, you can introduce them to me, and I will help them recruit. They just need to name me as co-spon, or they'll they would need to come over. And name y'all is sponsor. You would be the sponsor. They would be the co-sponsor, and then that new agent they bring on would go underneath them. But now we're all in alignment, and everybody wins together, and now they can use my tools to go recruit, and all of that. And so that's a game changer used to. You were stuck with who you chose, like whoever your sponsor was. You know you you got it wrong. You didn't know there was a better, you know, opportunity, and you're like man. I'd love to work with you, but you couldn't. And so. Now, this co-sponsor thing allows you to to kind of work with anybody within the company, and there's a million ways that that's beneficial, like. Could be an agent that needs a real estate office to go into every day, or whatever you can pick somebody in that city that has a real estate office and. Bring them in as the co-sponsor or whatever. And so it's just. It was brilliant what what they did, and it's really ignited. The growth in the company this year, but. That's a that's a that's a we'll get to that like, that's I'm gonna get you there so like.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Yeah, so um, what's what's the number? I can. I'll text you a copy. I I took a picture of that specific section.",general,"Okay. Yeah. Yep. Yep. I'm I'm it. I'm typing it in right here. So it's 5, 8 O.",TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Okay? And then so as far as the.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Yeah, is there? Um?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,So are there like accountability meetings? Do you have weekly meetings.,general,"Yep, we have. We have daily. Yeah, daily meetings. So it depends on, you know, depending on what what you want to plug into. We have funnel Fridays. We're focused on the funnel stuff, but that's going to be already up and running.",TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Does that matter?,general,"But yeah, it does it. There is there, there'll be um. I don't know. I can look it up, but in the state and and the state. There's a bic, and then there's. There's several um uh whatever they call so every State's calls it something different, but associate brokers underneath them, and so. There's probably I can look um. I don't actually know where to.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Um Kevin Schumacher. Do you know him?,general,"Yeah, I know. Kevin.",TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"But like why? Oh, he's already understanding it better than me.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"So what happens now? I mean, we gotta figure out what to do here.",general,"Yeah, I think I think, Jeff, Jeff, if you could. If he's probably he may already done it. But he'll send you a text or email that has um a a time slot to get in. To either Tracy or Cassie's calendar.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"How many listings on the market, how many buyer agreements signed? How many under contract.",leads,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"What was your goal? How far are we in between? Okay? So every week, if you want to plug into a system like that, that opportunity is available. We had one today, by the way, and I told the story to Jay earlier.",crm/tools,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Told me this morning we start off everything by saying, What's your good news? Positive focus, she says. Well, I guess my good news is.",onboarding/setup,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"I can't keep up with all the leads. I had 45 leads come on over the weekend since Friday. Okay? Like, I didn't even believe her.",leads,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Well, you, we can make that happen now. You can start hitting that goal on a regular basis. Okay? And just there'll be plenty of coaching available.",onboarding/setup,Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Hey! Where are you sending it? Because I don't see it.,market/geography,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Because I do you see it, Dad?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Okay? And uh, yeah, well, we operate on a 100 0 philosophy guys. And that means 100% accountability 0 excuses. And so if you want somebody to drive you to take action, that's personally my life contract. I was thinking I had a contract. I went through a thing called pathways about.",support/training,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,You mean you mean the one that was started by Dr. Phil?,onboarding/setup,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"And I look today. And I talk about Jay changing my life. What do I get to do today? I didn't do it on intentionally, I didn't look at my contract and seek out.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Yeah. So that being said, Let's go. I did send that email. Did you get it, Bobby?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Do you see it?,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"You know. Money? Yeah, we we. The whole purpose of me being a realtor, was to.",fees/splits,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Oh, what's his name? Um!",general,Levi Lasik. He's also in our group.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"Yeah, yeah, we want to work knowledgeable on a lot of shit. See? We want to work closest to the money. Closest to the clothes is where we want to work.",fees/splits,And so. That's it. You got it. That's where we focus.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,We? There's a whole untapped society up in Massachusetts. We gotta bring them down.,general,Let's go.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,You should have it next steps. Do you see it?,onboarding/setup,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,Who's gonna white glove service? Everything with you. Okay?,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"You ready? It's 2, 1, 4.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (26).txt,"I know your team that did me a larger, didn't it? Anyhow, I gotta let Kevin know we're going with somebody.",general,Yeah.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,Hey? Everything is going fine. I want to meet you. I'm gonna introduce you to um. A young lady.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,I'm good. Thanks. How are you?,general,"Fantastic, fantastic. So, yeah, so so did you get a chance to see the the. The Legion. The video that we do on on helping grow the business.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,Where are you? Where are you located?,market/geography,"It would be. I'm in Fris North Dallas, basically. Frisco North Dallas. And so the and and and and my marketplace.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Let me ask, could I um? Would somebody help me with the contents.",support/training,"Yeah, we have a whole. We have a whole content. We have a we have a weekly content call that is unbelievable. My, my Guy Jeff that does does um. Does. That call is phenomenal, and he can help you with everything from the. The shooting of the video like whatever you need, he'll he will help you with so. There's not a hurdle that you're gonna hit, that where there I don't have an expert there to help you along the way.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Where's the where's the nearest Xp Exp office? Here, here.",market/geography,Sure.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,What's what's the spit on that? What's the spit over there?,general,"It's it's an 80 20 split with a 16,000 cap.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Okay? Oh, that's good.",general,Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,What are the fees? What are the fees? Are there.,fees/splits,$25 transaction fee per closing.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,And what do you call that? $300 per month? Lead generation stuff! What do you call that.,leads,"Uh, it's we call it funnel pilot and um, that's what we call. But we don't sell. I don't even sell it to real estate agents all the time we're like, well, can I buy it? I'm like no.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,How do? How do you turn it down?,general,"You can say like, Well, let's put my budget at $5 a day, I would say, don't do it, but $10 a day is not a lot, I would say, at least. Give 60 days at $10 a day. Budget.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,Alright. Sounds good. Could you both send me? I wanna have make sure I have both of you guys numbers.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,What's up? What's up?,general,What's up?,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"All right, all right. Well, hey? Um.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Some stuff. And then I said, What's this? Oh, dang! And it looked like you had a little college football career there, so I know Jay would love that. Okay.",general,"Oh, heck, yeah, man! Well, here's what I like about it. Not um, because to play at that level. The level of discipline, and being coachable that you have to be, applies directly to what we do. So.",FALSE,FALSE,FALSE,TRUE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"And it's provided me a change in life. Okay? But also the ability with proximity being close seen, a lot of other lives changed.",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Um, it's more of going to, hey? I'm gonna introduce you to my listing partner. Wait.",leads,"Right? Yeah, you're giving up that money. Yeah.",FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"We need we? Yeah? And then, like again, that's honestly hurt us a little bit. Now to where we're all like, okay, we need to start being more involved with if we're bringing that listing in. But.",leads,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Just got in and was like, Well, wow! You know, how do I? Uh? How do I take this to the next level? And I'm kinda just like.",general,Yeah.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,Hey? Let me get it right here in the closer.,general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Okay, you know that right? But here's the better part. This is. It's signed by Rudy Rudiger, not not Sean Astin, the actor.",general,Right.,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"Okay, it's signed by the Rudy Rudiger. Now, what's even cooler dude, is he?",general,,FALSE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"You doing right? This is awesome man. I love it. And this is what I this kind of energy I need. And you know I'm not gonna sit here and go on and on, and ran a rant about everything but.",general,Yep.,TRUE,FALSE,FALSE,FALSE
Jay Kinder_s Personal Meeting Room_s transcript (27).txt,"And you're sitting here draining yourself of like, okay? Well, and then I'm gonna leave you with that.",general,"And you start, yeah, it starts to beat on your ego man like like, it's me what I'm what's something wrong with me? I'm not doing enough like, but there's no plan like if you had a plan.",FALSE,FALSE,FALSE,FALSE
